POLICY_NO,POLICY_NAME,RECEIPT_DATE,PAYMENT_MODE,CHEQUE_NO,CHEQUE_DATE,CHEQUE_AMT,EXCESS_PREMIUM_PAID,PREMIUM_AMT,DEPOSIT_AMT,SERVICE_TAX,EDU_CESS,TOTAL_PREMIUM,TOTAL_FUND_VALUE,PAYABLE_BY,PREMIUM_PAY_FREQUENCY,PREMIUM_PAYMENT,ANNUAL_PREMIUM,POLICY_STATUS,REASON,REMERK,DUE_DATE,NEXT_PREMIUM_DUE_DATE,TOT_PREMIUM,LIFE_ASSURED_NAME,CUSTOMER_ID,RECEIPT_NO,BASE_PLAN_PRODUCT_NAME,BASE_PREMIUM_PAID,BASE_PREMIUM_PAID_TAX,BASE_PREMIUM_DUE,BASE_PREMIUM_TAX_SECTION,RIDER_NAME_1,RIDER_PREMIUM_PAID_1,RIDER_PREMIUM_PAID_1_TAX,RIDER_PREMIUM_DUE_1,RIDER_TAX_SECTION_1,PROCESSED_FLAG,PROCESSED_DATE,INSER_DT_TM
7438,iHealthPlan,24/04/2007,cash,551864468,17/01/2019,7751,12235,15948,9550,1398,150,28183,436427,LifePayMoneyBack,yearly,268302,3219624,NON-PREMIUM,Health,Its Good,18031,22/09/2020,284250,Sourabh,4428,8530,Property-Insurance,40175,3401,25175,80BB,Term-rider,26798,-63202,21798,50BC,FALSE,12/04/2020,25/09/2020
7439,LifePayMoneyBack,09/11/2002,cash,113271298,15/11/2019,8705,15123,13688,14438,1143,113,28811,497423,HealthSuraksha,yearly,311043,3732516,PREMIUM,educational ,Its Good,18106,12/08/2020,324731,Surendra,3969,8046,Life-Cover,32883,1336,17883,120CC,Accidental-death-benefit-rider,10282,-79718,5282,150CB,FALSE,10/06/2020,01/03/2020
7440,HealthSuraksha,16/03/2013,online,797498332,15/07/2019,7548,19101,19431,9155,1483,167,38532,72276,iHealthPlan,yearly,269519,3234228,NON-PREMIUM,Personal-liberty,Its Good,17961,29/09/2020,288950,Surendra,3893,7738,Property-Insurance,22257,3728,7257,80BB,Term-rider,13692,-76308,8692,80CCC,FALSE,27/09/2020,07/11/2020
7441,HeartBeat,07/09/2005,email,617295057,08/06/2019,8068,13199,11197,9749,708,101,24396,487494,HealthSuraksha,half-yearly,291507,3498084,PREMIUM,Personal-liberty,Please-pay-your-installment,18128,11/04/2020,302704,Raja,5173,1424,Life-Cover,46967,4051,31967,80BB,Critical-illness-rider,13386,-76614,8386,80CCC,TRUE,29/04/2020,13/12/2020
7442,HealthSuraksha,06/03/2018,online,275881527,14/06/2019,4786,12005,19143,3573,1158,122,31148,465819,iHealthPlan,half-yearly,275838,3310056,NON-PREMIUM,Health,Its Good,17973,21/04/2020,294981,Sona,1027,4030,Car-Insurance,45586,1038,30586,80BB,Disability-rider,30884,-59116,25884,150CB,FALSE,29/09/2020,22/12/2020
7443,HeartBeat,26/01/1998,cash,392948969,01/04/2019,7389,16138,10585,13037,1718,198,26723,225086,LifePayMoneyBack,yearly,344129,4129548,NON-PREMIUM,Personal-liberty,Its Good,18145,19/05/2020,354714,Surendra,194,1756,Property-Insurance,35362,1262,20362,80BB,Disability-rider,28680,-61320,23680,80CCC,FALSE,17/03/2020,17/07/2020
7444,HeartBeat,04/02/2008,online,515773317,24/05/2019,8654,16519,19841,5034,115,166,36360,480684,iHealthPlan,quarterly ,72417,869004,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18115,29/09/2020,92258,Raja,1632,7871,Health-Insurance,46853,2057,31853,120CC,Accidental-death-benefit-rider,34578,-55422,29578,80CCC,TRUE,13/02/2020,09/07/2020
7445,HeartBeat,04/12/1991,cash,869840534,02/02/2019,6025,12867,17071,7939,1281,174,29938,421453,LifePayMoneyBack,quarterly ,113743,1364916,NON-PREMIUM,Health,Its Good,18211,17/11/2020,130814,Sourabh,2535,9735,Property-Insurance,35847,4044,20847,80CCC,Accidental-death-benefit-rider,27680,-62320,22680,50BC,TRUE,30/06/2020,24/12/2020
7446,HealthSuraksha,23/03/2012,cash,415406989,27/01/2019,2642,11231,16124,1962,919,173,27355,33065,HealthSuraksha,half-yearly,389852,4678224,PREMIUM,Personal-liberty,Its Good,18055,06/10/2020,405976,Raja,7304,4241,Health-Insurance,33581,4493,18581,120CC,Term-rider,43921,-46079,38921,80CCC,TRUE,31/07/2020,27/03/2020
7447,LifePayMoneyBack,02/12/1994,online,359431119,22/08/2019,2908,12273,11143,4463,603,175,23416,88329,iHealthPlan,yearly,490288,5883456,NON-PREMIUM,Personal-liberty,Its Good,18236,12/10/2020,501431,Surendra,7316,4092,Property-Insurance,43860,2331,28860,120CC,Disability-rider,24041,-65959,19041,50BC,FALSE,29/05/2020,02/02/2020
7448,LifePayMoneyBack,13/05/1990,cash,707602817,16/04/2019,2932,17134,11299,17365,1470,161,28433,73043,HealthSuraksha,quarterly ,182796,2193552,NON-PREMIUM,educational ,Please-pay-your-installment,18118,07/02/2020,194095,Shubham,7076,1939,Property-Insurance,24450,2070,9450,120CC,Disability-rider,24320,-65680,19320,80CCC,FALSE,02/09/2020,08/03/2020
7449,HeartBeat,07/12/1994,email,738863432,17/02/2019,6992,12251,16982,9382,1917,170,29233,482501,iHealthPlan,quarterly ,125175,1502100,PREMIUM,Health,Please-pay-your-installment,18090,09/05/2020,142157,Sourabh,8274,7219,Health-Insurance,33039,1619,18039,80BB,Critical-illness-rider,12884,-77116,7884,150CB,FALSE,29/06/2020,08/04/2020
7450,iHealthPlan,14/03/1993,email,484176102,30/08/2019,6599,18622,10050,3994,566,118,28672,337016,HealthSuraksha,yearly,287812,3453744,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17957,06/05/2020,297862,Shubham,9253,7101,Property-Insurance,36947,3658,21947,120CC,Critical-illness-rider,38311,-51689,33311,50BC,TRUE,18/05/2020,31/07/2020
7451,HealthSuraksha,21/02/2012,email,898945261,07/01/2019,5608,19378,10451,11104,254,105,29829,329222,LifePayMoneyBack,half-yearly,272522,3270264,PREMIUM,Personal-liberty,Please-pay-your-installment,17902,29/05/2020,282973,Raja,9249,90,Health-Insurance,39086,3405,24086,120CC,Accidental-death-benefit-rider,16309,-73691,11309,150CB,TRUE,06/07/2020,09/12/2020
7452,HeartBeat,27/01/2008,online,412371508,23/08/2019,2107,10836,17795,10537,203,194,28631,250958,iHealthPlan,yearly,284956,3419472,PREMIUM,educational ,Its Good,18219,21/08/2020,302751,Surendra,2900,4507,Health-Insurance,44316,1834,29316,120CC,Term-rider,41038,-48962,36038,50BC,TRUE,03/11/2020,29/03/2020
7453,HealthSuraksha,13/06/2016,cash,430010100,23/02/2019,8103,16477,15214,5752,1406,181,31691,70277,HealthSuraksha,quarterly ,287332,3447984,PREMIUM,Health,Its Good,18043,19/12/2020,302546,Shubham,3342,3383,Life-Cover,34760,2431,19760,80BB,Disability-rider,48461,-41539,43461,50BC,FALSE,04/08/2020,29/05/2020
7454,HeartBeat,01/05/1995,online,146270581,12/12/2019,4881,16219,16537,6415,1334,183,32756,110762,LifePayMoneyBack,quarterly ,26392,316704,NON-PREMIUM,educational ,Please-pay-your-installment,17957,31/10/2020,42929,Sona,4284,5709,Life-Cover,47449,4977,32449,80BB,Accidental-death-benefit-rider,25894,-64106,20894,150CB,TRUE,07/10/2020,08/04/2020
7455,LifePayMoneyBack,17/01/2015,cash,185101610,15/04/2019,8773,14807,13841,16883,348,177,28648,145251,iHealthPlan,yearly,316585,3799020,NON-PREMIUM,Personal-liberty,Its Good,18046,19/01/2020,330426,Sourabh,7876,6207,Car-Insurance,32844,3540,17844,120CC,Accidental-death-benefit-rider,23939,-66061,18939,150CB,TRUE,22/07/2020,30/08/2020
7456,HeartBeat,10/03/1993,cash,506144424,20/10/2019,4163,18150,13753,2785,729,154,31903,165115,iHealthPlan,yearly,252039,3024468,NON-PREMIUM,Personal-liberty,Its Good,18218,08/02/2020,265792,Sona,7838,9521,Car-Insurance,41497,4544,26497,80CCC,Disability-rider,41205,-48795,36205,50BC,TRUE,20/09/2020,31/03/2020
7457,iHealthPlan,10/07/1991,online,355773117,06/05/2019,5925,19509,16675,11334,930,198,36184,243416,LifePayMoneyBack,yearly,94247,1130964,PREMIUM,Personal-liberty,Please-pay-your-installment,18070,23/05/2020,110922,Sona,8864,6157,Health-Insurance,45039,3611,30039,120CC,Disability-rider,29998,-60002,24998,80CCC,FALSE,03/02/2020,29/02/2020
7458,iHealthPlan,30/12/2013,email,578860488,25/09/2019,3977,15062,10306,9091,872,105,25368,125117,LifePayMoneyBack,half-yearly,458860,5506320,PREMIUM,educational ,Its Good,18084,06/09/2020,469166,Raja,5613,919,Property-Insurance,42878,2948,27878,80BB,Term-rider,30222,-59778,25222,150CB,FALSE,03/12/2020,22/06/2020
7459,iHealthPlan,24/09/2006,email,452375179,15/11/2019,1515,19155,12006,14687,1995,167,31161,73722,LifePayMoneyBack,half-yearly,461937,5543244,PREMIUM,educational ,Its Good,18029,24/03/2020,473943,Raja,2383,9482,Life-Cover,26024,4977,11024,120CC,Disability-rider,41790,-48210,36790,150CB,TRUE,11/06/2020,06/09/2020
7460,iHealthPlan,04/03/2000,email,303362037,14/04/2019,2907,19889,16636,9288,1970,178,36525,316417,HeartBeat,yearly,23993,287916,PREMIUM,Personal-liberty,Please-pay-your-installment,18234,15/11/2020,40629,Sona,8024,8077,Property-Insurance,42310,4837,27310,80BB,Term-rider,47262,-42738,42262,80CCC,FALSE,26/02/2020,29/03/2020
7461,iHealthPlan,31/08/1994,email,270166460,04/09/2019,9052,15828,14333,6602,971,143,30161,320470,iHealthPlan,quarterly ,398157,4777884,PREMIUM,Health,Please-pay-your-installment,18114,24/02/2020,412490,Raja,7384,3183,Health-Insurance,45850,4976,30850,120CC,Accidental-death-benefit-rider,24406,-65594,19406,150CB,TRUE,22/01/2020,18/12/2020
7462,iHealthPlan,23/09/2016,cash,182084988,14/01/2019,8179,15959,19697,7432,1890,170,35656,132590,LifePayMoneyBack,half-yearly,208878,2506536,PREMIUM,Health,Please-pay-your-installment,18109,22/02/2020,228575,Shubham,1341,1418,Car-Insurance,42740,2124,27740,80BB,Critical-illness-rider,11300,-78700,6300,50BC,TRUE,19/09/2020,16/11/2020
7463,LifePayMoneyBack,06/06/2008,cash,310066408,18/07/2019,2934,19104,11935,4044,1317,109,31039,104928,HealthSuraksha,yearly,347955,4175460,NON-PREMIUM,Health,Please-pay-your-installment,17929,21/05/2020,359890,Shubham,53,1555,Property-Insurance,46228,4541,31228,120CC,Term-rider,19726,-70274,14726,50BC,TRUE,28/08/2020,02/07/2020
7464,LifePayMoneyBack,08/05/2004,email,753339401,01/01/2019,1630,13618,18455,17408,1112,129,32073,315972,HealthSuraksha,quarterly ,203627,2443524,NON-PREMIUM,educational ,Please-pay-your-installment,18133,08/11/2020,222082,Surendra,3820,2764,Car-Insurance,48260,3370,33260,120CC,Accidental-death-benefit-rider,40161,-49839,35161,50BC,FALSE,16/05/2020,04/02/2020
7465,LifePayMoneyBack,23/03/2017,online,183056638,27/03/2019,7697,10973,15686,13797,420,106,26659,209129,HealthSuraksha,half-yearly,40114,481368,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18242,13/08/2020,55800,Raja,6309,8923,Life-Cover,28309,3911,13309,80CCC,Term-rider,39972,-50028,34972,80CCC,FALSE,25/07/2020,31/12/2020
7466,iHealthPlan,27/06/1994,online,169355035,11/02/2019,3312,19423,15963,9724,1712,171,35386,57609,HeartBeat,half-yearly,456617,5479404,PREMIUM,Health,Its Good,18109,16/07/2020,472580,Surendra,9721,7231,Car-Insurance,48508,3066,33508,80BB,Term-rider,13483,-76517,8483,50BC,TRUE,17/04/2020,31/05/2020
7467,iHealthPlan,20/10/2001,cash,599672184,01/12/2019,3672,16372,19239,16910,597,175,35611,240527,LifePayMoneyBack,yearly,347495,4169940,NON-PREMIUM,Personal-liberty,Its Good,18031,05/03/2020,366734,Raja,9961,8759,Life-Cover,27424,2111,12424,80BB,Term-rider,46358,-43642,41358,150CB,TRUE,07/01/2020,19/06/2020
7468,HeartBeat,18/08/2000,email,637220276,08/12/2019,4514,17687,16915,12468,505,109,34602,364205,HealthSuraksha,quarterly ,322073,3864876,PREMIUM,educational ,Its Good,18261,21/02/2020,338988,Raja,5469,2851,Life-Cover,23479,3798,8479,80BB,Term-rider,36729,-53271,31729,150CB,FALSE,16/03/2020,04/08/2020
7469,iHealthPlan,04/05/1990,email,788820254,15/02/2019,7468,14166,10080,7253,1636,101,24246,142869,LifePayMoneyBack,quarterly ,293231,3518772,PREMIUM,Health,Its Good,18157,22/08/2020,303311,Shubham,3120,2149,Life-Cover,21853,1157,6853,120CC,Critical-illness-rider,29690,-60310,24690,80CCC,TRUE,22/07/2020,20/07/2020
7470,iHealthPlan,17/09/2000,email,576895625,24/12/2019,9714,17462,12968,18243,492,163,30430,78724,HeartBeat,yearly,490942,5891304,PREMIUM,Health,Please-pay-your-installment,17931,29/12/2020,503910,Sona,4990,604,Car-Insurance,27670,4031,12670,80BB,Critical-illness-rider,49129,-40871,44129,80CCC,FALSE,30/04/2020,08/06/2020
7471,iHealthPlan,29/07/2002,email,819485406,07/09/2019,7594,15212,19519,17478,522,137,34731,290291,HeartBeat,half-yearly,274457,3293484,NON-PREMIUM,Health,Its Good,18165,27/01/2020,293976,Raja,5924,2520,Car-Insurance,49515,3384,34515,120CC,Critical-illness-rider,15909,-74091,10909,150CB,FALSE,18/08/2020,29/09/2020
7472,iHealthPlan,22/06/2013,online,462869775,29/06/2019,4779,13598,17672,11017,1903,130,31270,155153,HeartBeat,half-yearly,294828,3537936,PREMIUM,Health,Its Good,18079,08/07/2020,312500,Raja,9607,2471,Life-Cover,29165,4923,14165,80BB,Disability-rider,29835,-60165,24835,80CCC,FALSE,03/01/2020,09/03/2020
7473,iHealthPlan,06/08/2013,email,255389131,25/09/2019,2110,10789,17057,2985,1571,108,27846,488874,LifePayMoneyBack,half-yearly,396899,4762788,NON-PREMIUM,Personal-liberty,Its Good,17988,04/05/2020,413956,Surendra,9198,7503,Life-Cover,27636,2772,12636,80BB,Term-rider,20074,-69926,15074,50BC,FALSE,20/08/2020,13/03/2020
7474,HealthSuraksha,13/03/1992,cash,180551536,11/09/2019,8090,12663,10491,14886,529,187,23154,391955,HealthSuraksha,quarterly ,381730,4580760,PREMIUM,educational ,Its Good,18127,17/04/2020,392221,Surendra,3411,3547,Health-Insurance,35433,3884,20433,80CCC,Critical-illness-rider,18982,-71018,13982,80CCC,TRUE,09/01/2020,19/03/2020
7475,LifePayMoneyBack,15/03/2014,cash,598328443,16/03/2019,9256,11063,18583,6143,1697,163,29646,441335,LifePayMoneyBack,yearly,101735,1220820,NON-PREMIUM,educational ,Please-pay-your-installment,17911,13/01/2020,120318,Shubham,6315,8034,Health-Insurance,40592,2391,25592,120CC,Term-rider,47626,-42374,42626,80CCC,FALSE,16/05/2020,01/11/2020
7476,LifePayMoneyBack,09/08/2007,email,244031511,29/05/2019,5304,13923,15304,11028,1627,144,29227,335626,iHealthPlan,quarterly ,138928,1667136,PREMIUM,educational ,Please-pay-your-installment,17958,21/03/2020,154232,Surendra,5849,7021,Life-Cover,49515,3106,34515,120CC,Term-rider,43774,-46226,38774,80CCC,TRUE,24/12/2020,20/09/2020
7477,iHealthPlan,03/02/1994,cash,178507275,19/07/2019,1949,16339,12749,16841,751,118,29088,487590,HealthSuraksha,half-yearly,145253,1743036,PREMIUM,Health,Please-pay-your-installment,18234,12/04/2020,158002,Surendra,5424,4980,Life-Cover,20638,3323,5638,80CCC,Critical-illness-rider,34296,-55704,29296,80CCC,TRUE,28/04/2020,30/05/2020
7478,HeartBeat,27/02/1990,email,838556163,28/11/2019,1342,14934,13861,15010,215,166,28795,484116,iHealthPlan,quarterly ,484675,5816100,PREMIUM,Health,Please-pay-your-installment,18139,27/01/2020,498536,Shubham,2344,2048,Health-Insurance,49622,2646,34622,80BB,Disability-rider,29795,-60205,24795,150CB,TRUE,01/06/2020,11/03/2020
7479,HealthSuraksha,15/12/2013,online,478444916,21/01/2019,6616,17199,17139,10920,1802,177,34338,422546,LifePayMoneyBack,yearly,332117,3985404,NON-PREMIUM,Health,Its Good,17918,14/03/2020,349256,Shubham,9936,9963,Property-Insurance,34958,4221,19958,80CCC,Accidental-death-benefit-rider,11936,-78064,6936,150CB,FALSE,20/12/2020,18/02/2020
7480,HealthSuraksha,17/12/2017,cash,483805488,19/03/2019,7556,17910,12901,2088,674,142,30811,247277,iHealthPlan,quarterly ,149065,1788780,NON-PREMIUM,educational ,Please-pay-your-installment,18142,12/05/2020,161966,Raja,6738,6149,Life-Cover,21752,1603,6752,80BB,Critical-illness-rider,42009,-47991,37009,50BC,FALSE,20/05/2020,08/02/2020
7481,HeartBeat,19/10/2008,email,752157098,31/08/2019,8153,11332,10543,7335,1309,124,21875,181745,HealthSuraksha,half-yearly,431097,5173164,PREMIUM,Health,Its Good,18126,23/08/2020,441640,Shubham,442,5704,Car-Insurance,43625,2545,28625,80CCC,Term-rider,42823,-47177,37823,50BC,FALSE,26/03/2020,01/07/2020
7482,iHealthPlan,01/05/2012,cash,552671863,21/08/2019,4575,13275,12047,18428,1340,147,25322,278667,iHealthPlan,yearly,457505,5490060,PREMIUM,educational ,Please-pay-your-installment,18024,11/12/2020,469552,Sona,8963,7265,Car-Insurance,34831,1614,19831,80CCC,Disability-rider,21810,-68190,16810,50BC,FALSE,19/05/2020,04/12/2020
7483,iHealthPlan,22/07/2010,online,187025973,18/09/2019,2039,18474,11244,4928,665,185,29718,86254,iHealthPlan,half-yearly,85985,1031820,PREMIUM,educational ,Please-pay-your-installment,17998,18/12/2020,97229,Raja,1299,8902,Health-Insurance,40493,4098,25493,80BB,Term-rider,48520,-41480,43520,80CCC,TRUE,12/04/2020,30/11/2020
7484,LifePayMoneyBack,18/11/2003,cash,708504735,21/08/2019,1696,16336,16885,9743,442,179,33221,373810,HealthSuraksha,half-yearly,357113,4285356,PREMIUM,Health,Its Good,18226,12/08/2020,373998,Shubham,3274,2286,Health-Insurance,36631,3709,21631,80CCC,Disability-rider,28675,-61325,23675,80CCC,TRUE,30/01/2020,02/08/2020
7485,iHealthPlan,19/06/2013,cash,279178045,15/01/2019,6357,14297,19495,13936,988,103,33792,489308,LifePayMoneyBack,quarterly ,127777,1533324,PREMIUM,Health,Please-pay-your-installment,17974,05/06/2020,147272,Sona,5671,5493,Health-Insurance,34177,1283,19177,80CCC,Accidental-death-benefit-rider,40017,-49983,35017,150CB,TRUE,03/03/2020,03/02/2020
7486,iHealthPlan,13/12/1995,cash,599630653,21/11/2019,5543,13658,14846,16283,178,133,28504,472914,HeartBeat,half-yearly,390342,4684104,NON-PREMIUM,Health,Its Good,18180,23/10/2020,405188,Surendra,1779,757,Property-Insurance,21662,3240,6662,80BB,Accidental-death-benefit-rider,20934,-69066,15934,150CB,FALSE,15/01/2020,02/09/2020
7487,LifePayMoneyBack,13/10/2001,online,425431790,06/08/2019,5814,11989,10121,3540,777,179,22110,359766,LifePayMoneyBack,half-yearly,288653,3463836,NON-PREMIUM,Health,Its Good,18177,09/06/2020,298774,Sona,77,7563,Health-Insurance,26402,1295,11402,80CCC,Term-rider,26194,-63806,21194,50BC,FALSE,30/10/2020,21/05/2020
7488,HealthSuraksha,30/05/2005,email,905350345,17/08/2019,2089,18156,14083,6984,1685,115,32239,416938,HeartBeat,half-yearly,49725,596700,PREMIUM,educational ,Its Good,17980,15/10/2020,63808,Raja,9515,5770,Health-Insurance,21719,4500,6719,80CCC,Accidental-death-benefit-rider,15332,-74668,10332,50BC,FALSE,24/05/2020,19/12/2020
7489,HealthSuraksha,19/04/1993,cash,625380472,20/08/2019,5770,16047,12614,19788,1549,129,28661,329006,iHealthPlan,half-yearly,162644,1951728,PREMIUM,Personal-liberty,Please-pay-your-installment,17902,22/08/2020,175258,Sourabh,8696,2273,Health-Insurance,29284,2997,14284,80CCC,Disability-rider,29926,-60074,24926,50BC,FALSE,10/12/2020,20/01/2020
7490,iHealthPlan,15/11/2004,cash,140825872,07/05/2019,9604,19694,15538,11963,1647,139,35232,458891,LifePayMoneyBack,yearly,306869,3682428,NON-PREMIUM,Health,Its Good,17912,03/07/2020,322407,Raja,3864,2591,Car-Insurance,36439,1548,21439,80BB,Accidental-death-benefit-rider,42174,-47826,37174,50BC,FALSE,27/12/2020,11/05/2020
7491,LifePayMoneyBack,02/03/2015,email,440441360,28/09/2019,9472,16079,18769,15884,1669,192,34848,200162,iHealthPlan,yearly,306711,3680532,NON-PREMIUM,educational ,Please-pay-your-installment,18028,28/08/2020,325480,Shubham,1701,4602,Health-Insurance,42686,4020,27686,80CCC,Accidental-death-benefit-rider,46833,-43167,41833,80CCC,FALSE,15/05/2020,20/11/2020
7492,LifePayMoneyBack,25/10/2013,cash,701583987,09/10/2019,8107,13888,14455,9269,1371,162,28343,421178,HeartBeat,quarterly ,102988,1235856,PREMIUM,educational ,Its Good,18076,06/08/2020,117443,Shubham,2215,2197,Life-Cover,30813,3341,15813,80CCC,Disability-rider,22218,-67782,17218,50BC,FALSE,30/05/2020,24/05/2020
7493,iHealthPlan,27/02/2002,email,404604036,28/03/2019,1738,13769,15790,9667,1272,160,29559,491458,HealthSuraksha,half-yearly,268571,3222852,PREMIUM,Personal-liberty,Its Good,18002,05/05/2020,284361,Surendra,5344,7199,Car-Insurance,46782,3141,31782,120CC,Accidental-death-benefit-rider,13264,-76736,8264,50BC,TRUE,22/10/2020,03/08/2020
7494,HeartBeat,17/07/1992,online,153927640,12/11/2019,1023,10121,12909,16653,1075,146,23030,206782,LifePayMoneyBack,quarterly ,75673,908076,PREMIUM,educational ,Please-pay-your-installment,18245,02/04/2020,88582,Raja,3599,4056,Car-Insurance,23512,3845,8512,80CCC,Accidental-death-benefit-rider,29386,-60614,24386,50BC,TRUE,23/05/2020,15/09/2020
7495,HealthSuraksha,15/11/1993,email,776161921,29/10/2019,8357,18589,19543,16191,641,156,38132,23302,HealthSuraksha,quarterly ,436205,5234460,PREMIUM,Personal-liberty,Its Good,18175,13/08/2020,455748,Sourabh,5429,3284,Property-Insurance,40278,1805,25278,80CCC,Term-rider,19520,-70480,14520,150CB,FALSE,07/03/2020,05/07/2020
7496,iHealthPlan,10/12/2013,email,656862252,06/03/2019,8338,19716,11618,18438,664,181,31334,163775,HeartBeat,quarterly ,257648,3091776,NON-PREMIUM,educational ,Please-pay-your-installment,18025,25/04/2020,269266,Surendra,3159,5386,Property-Insurance,29346,3970,14346,120CC,Term-rider,34924,-55076,29924,80CCC,TRUE,01/09/2020,29/06/2020
7497,LifePayMoneyBack,05/03/2003,email,242862041,17/11/2019,1515,19356,12726,3816,594,154,32082,324630,HeartBeat,half-yearly,148842,1786104,PREMIUM,Health,Its Good,18085,01/04/2020,161568,Raja,7053,5042,Property-Insurance,27800,2650,12800,120CC,Accidental-death-benefit-rider,17763,-72237,12763,50BC,FALSE,24/12/2020,12/10/2020
7498,HeartBeat,06/03/2002,email,775847667,11/04/2019,3126,10237,17280,5295,1183,114,27517,248950,iHealthPlan,half-yearly,198953,2387436,NON-PREMIUM,educational ,Please-pay-your-installment,18043,11/04/2020,216233,Surendra,5215,6653,Car-Insurance,35884,1754,20884,80CCC,Accidental-death-benefit-rider,37684,-52316,32684,80CCC,FALSE,10/12/2020,05/06/2020
7499,HealthSuraksha,05/01/1991,online,352867800,08/03/2019,7730,16330,11278,14002,1917,189,27608,221126,iHealthPlan,quarterly ,49458,593496,PREMIUM,educational ,Please-pay-your-installment,17974,24/07/2020,60736,Sona,8536,7605,Health-Insurance,21338,2350,6338,80CCC,Accidental-death-benefit-rider,25759,-64241,20759,80CCC,FALSE,13/12/2020,12/06/2020
7500,HeartBeat,16/02/1997,cash,408693967,16/06/2019,5277,16194,11872,13092,946,133,28066,57837,HealthSuraksha,yearly,148816,1785792,NON-PREMIUM,Personal-liberty,Its Good,17909,25/03/2020,160688,Surendra,5348,6248,Car-Insurance,22257,2232,7257,80BB,Term-rider,25875,-64125,20875,80CCC,FALSE,02/05/2020,27/03/2020
7501,iHealthPlan,27/03/2011,email,340147085,07/05/2019,7654,10702,14120,13206,754,120,24822,382093,LifePayMoneyBack,half-yearly,309055,3708660,NON-PREMIUM,Health,Please-pay-your-installment,18094,06/03/2020,323175,Shubham,2355,9001,Health-Insurance,26480,3434,11480,80BB,Term-rider,17228,-72772,12228,50BC,TRUE,25/12/2020,09/10/2020
7502,iHealthPlan,25/06/1992,cash,533142478,30/09/2019,6429,13925,11437,15207,1850,135,25362,57565,iHealthPlan,quarterly ,422558,5070696,PREMIUM,Personal-liberty,Please-pay-your-installment,18225,26/12/2020,433995,Sona,1529,3623,Life-Cover,49647,2156,34647,80CCC,Accidental-death-benefit-rider,37038,-52962,32038,50BC,TRUE,24/10/2020,14/06/2020
